id,generic_name,status,therapeutic_category,dosage_form,company_name,initial_posting_date,brand_name,route
174,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Elite Laboratories, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
175,Ifosfamide Injection,Current,"Oncology, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",06/12/2026,IFOSFAMIDE,INTRAVENOUS
176,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Elite Laboratories, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
177,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,INTRAVENOUS
178,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/15/2023,ROCURONIUM,INTRAVENOUS
179,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Alvogen,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII",ORAL
180,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
181,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Alvogen,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII",ORAL
182,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
183,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Otsuka ICU Medical LLC,02/14/2022,DEXTROSE,INTRAVENOUS
184,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,Milla Pharmaceuticals,02/03/2016,SODIUM ACETATE,INTRAVENOUS
185,Irinotecan Hydrochloride Injection,To Be Discontinued,Oncology,Injection,Ingenus Pharmaceuticals LLC,02/24/2026,IRINOTECAN HYDROCHLORIDE,INTRAVENOUS
186,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,INTRAVENOUS
187,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",03/23/2018,KETOROLAC TROMETHAMINE,INTRAMUSCULAR
188,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
189,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
190,Azacitidine Injection,Current,Oncology,Injection,Accord Healthcare Inc.,12/21/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
192,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,B. Braun Medical Inc.,02/14/2022,DEXTROSE,INTRAVENOUS
193,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Sunrise Pharmaceutical, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
194,Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Injection,Eli Lilly and Co.,10/16/2025,ALIMTA,INTRAVENOUS
195,Glycopyrrolate Injection,To Be Discontinued,Anesthesia,Injection,"Fresenius Kabi USA, LLC",07/30/2026,GLYCOPYRROLATE,"INTRAMUSCULAR, INTRAVENOUS"
196,Amino Acid Injection,Current,Gastroenterology,Injection,Otsuka ICU Medical LLC,12/08/2020,AMINOSYN II,INTRAVENOUS
197,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Takeda Pharmaceuticals USA Inc.,07/14/2023,VYVANSE,ORAL
198,Furosemide Injection,Current,Cardiovascular,Injection,Baxter Healthcare,04/07/2020,FUROSEMIDE,INTRAVENOUS
199,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,"Hikma Pharmaceuticals USA, Inc.",06/13/2018,LIDOCAINE,"INFILTRATION, PERINEURAL"
200,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hospira, Inc., a Pfizer Company",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
201,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
202,Tobramycin Sulfate Injection,To Be Discontinued,Anti-Infective,Injection,"Hospira, Inc., a Pfizer Company",07/17/2026,TOBRAMYCIN,"INTRAMUSCULAR, INTRAVENOUS"
203,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE,"INFILTRATION, PERINEURAL"
205,Itraconazole Capsule,To Be Discontinued,"Anti-Infective, Other",Capsule,Janssen Pharmaceuticals,02/27/2026,ITRACONAZOLE,ORAL
207,Finasteride Tablet,To Be Discontinued,Urology,Tablet,"Teva Pharmaceuticals USA, Inc.",08/19/2025,FINASTERIDE,ORAL
209,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Novo Nordisk, Inc.",07/18/2023,SAXENDA,SUBCUTANEOUS
210,Finasteride Tablet,To Be Discontinued,Urology,Tablet,"Teva Pharmaceuticals USA, Inc.",08/19/2025,FINASTERIDE,ORAL
211,Furosemide Injection,Current,Cardiovascular,Injection,"Meitheal Pharmaceuticals, Inc.",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
212,Oxaliplatin Injection,To Be Discontinued,Oncology,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/29/2026,OXALIPLATIN,INTRAVENOUS
213,Furosemide Injection,Current,Cardiovascular,Injection,Accord Healthcare Inc.,04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
214,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Aspiro Pharma Limited,02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
215,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Sun Pharmaceutical Industries, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
216,Furosemide Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
217,Furosemide Injection,Current,Cardiovascular,Injection,"Avet Pharmaceuticals, Inc.",04/07/2020,FUROSEMIDE,INTRAVENOUS
218,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Hikma Pharmaceuticals USA, Inc.",02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
219,Irinotecan Hydrochloride Injection,To Be Discontinued,Oncology,Injection,Ingenus Pharmaceuticals LLC,02/24/2026,IRINOTECAN HYDROCHLORIDE,INTRAVENOUS
220,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Baxter Healthcare,03/21/2023,CLINDAMYCIN PHOSPHATE,INTRAVENOUS
221,Methotrexate Sodium Injection,Current,"Rheumatology, Oncology",Injection,"Hikma Pharmaceuticals USA, Inc.",03/13/2023,METHOTREXATE,"INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS"
222,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
223,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Alvogen,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII",ORAL
224,"Potassium Chloride Tablet, Extended Release",To Be Discontinued,"Endocrinology/Metabolism, Gastroenterology",Tablet,"Teva Pharmaceuticals USA, Inc.",11/21/2025,POTASSIUM CHLORIDE,ORAL
226,Carboplatin Injection,Current,Oncology,Injection,Accord Healthcare Inc.,04/28/2023,CARBOPLATIN,INTRAVENOUS
227,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Elite Laboratories, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
228,Glycopyrrolate Injection,To Be Discontinued,Anesthesia,Injection,"Fresenius Kabi USA, LLC",07/30/2026,GLYCOPYRROLATE,"INTRAMUSCULAR, INTRAVENOUS"
229,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
230,Promethazine Hydrochloride Injection,Current,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Injection,"Hikma Pharmaceuticals USA, Inc.",11/21/2023,PHENERGAN,"INTRAMUSCULAR, INTRAVENOUS"
231,Hydrocortisone Sodium Succinate Injection,Resolved,"Pulmonary/Allergy, Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Pediatric, Renal, Rheumatology",Injection,"Hospira, Inc., a Pfizer Company",03/24/2023,SOLU-CORTEF,"INTRAMUSCULAR, INTRAVENOUS"
232,Carboplatin Injection,To Be Discontinued,Oncology,Injection,Teyro Labs,06/01/2026,CARBOPLATIN,INTRAVENOUS
233,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
235,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,Anthea Pharma,02/22/2012,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
237,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
238,"Cefotaxime Sodium Powder, for Solution",Current,"Anti-Infective, Pediatric","Powder, For Solution","SteriMax, Inc.",02/17/2015,CEFOTAXIME,"INTRAMUSCULAR, INTRAVENOUS"
239,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
240,Hydrocortisone Sodium Succinate Injection,Resolved,"Pulmonary/Allergy, Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Pediatric, Renal, Rheumatology",Injection,"Hospira, Inc., a Pfizer Company",03/24/2023,SOLU-CORTEF,"INTRAMUSCULAR, INTRAVENOUS"
241,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
242,Belladonna and Opium Suppository,To Be Discontinued,Analgesia/Addiction,Suppository,Padagis US LLC,07/23/2026,BELLADONNA AND OPIUM,RECTAL
243,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Sandoz Inc.,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
244,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Fresenius Kabi USA, LLC",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE"
245,Oxaliplatin Injection,To Be Discontinued,Oncology,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/29/2026,OXALIPLATIN,INTRAVENOUS
246,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Hikma Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
247,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
248,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,"Hospira, Inc., a Pfizer Company",02/03/2016,SODIUM ACETATE,INTRAVENOUS
249,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,Alembic Pharmaceuticals,03/23/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
250,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Cheplapharm Arzneimittel GmbH,03/10/2023,KLONOPIN,ORAL
251,"Methylphenidate Film, Extended Release",Current,Psychiatry,"Film, Extended Release","Noven Pharmaceuticals, Inc.",02/28/2025,METHYLPHENIDATE TRANSDERMAL SYSTEM,TRANSDERMAL
252,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,Alembic Pharmaceuticals,03/23/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
253,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
254,Sufentanil Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",05/03/2022,SUFENTANIL CITRATE,"EPIDURAL, INTRAVENOUS"
255,"Lamotrigine Tablet, Extended Release",To Be Discontinued,Neurology,Tablet,"Par Health, Inc.",04/29/2026,LAMOTRIGINE EXTENDED RELEASE,ORAL
256,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Aurobindo Pharma USA,03/10/2023,CLONAZEPAM,ORAL
257,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hospira, Inc., a Pfizer Company",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
258,Lasmiditan Succinate Tablet,To Be Discontinued,Neurology,Tablet,Eli Lilly and Co.,11/03/2025,REYVOW,ORAL
259,Hydrochlorothiazide Capsule,To Be Discontinued,Cardiovascular,Capsule,"Teva Pharmaceuticals USA, Inc.",11/19/2025,HYDROCHLOROTHIAZIDE,ORAL
260,Valsartan Tablet,To Be Discontinued,Cardiovascular,Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",11/19/2025,VALSARTAN,ORAL
262,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Granules Pharmaceuticals Inc.,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
264,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
265,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Apotex Corp.,11/01/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
267,Pramlintide Acetate Injection,To Be Discontinued,Endocrinology/Metabolism,Injection,AstraZeneca AB,10/27/2025,SYMLINPEN,SUBCUTANEOUS
268,Lidocaine Hydrochloride Injection,Current,Cardiovascular,Injection,B. Braun Medical Inc.,10/25/2017,LIDOCAINE HYDROCHLORIDE AND DEXTROSE,INTRAVENOUS
269,Carboplatin Injection,Current,Oncology,Injection,Eugia US LLC,04/28/2023,CARBOPLATIN,INTRAVENOUS
270,Phenobarbital Tablet,To Be Discontinued,"Analgesia/Addiction, Neurology, Other",Tablet,"Endo Pharmaceuticals, Inc.",10/31/2025,PHENOBARBITAL,ORAL
271,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
272,Cromolyn Sodium Concentrate,Current,Pulmonary/Allergy,Concentrate,"Rising Pharma Holdings, Inc.",11/03/2023,CROMOLYN SODIUM,ORAL
274,Glyburide Tablet,To Be Discontinued,Endocrinology/Metabolism,Tablet,Sanofi-Aventis U.S. LLC,08/10/2026,GLYBURIDE,ORAL
275,Valproate Sodium Injection,Current,Neurology,Injection,"Fresenius Kabi USA, LLC",12/30/2020,VALPROATE SODIUM,INTRAVENOUS
276,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,Piramal Critical Care Inc.,10/31/2017,MITIGO,"EPIDURAL, INTRATHECAL"
277,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Hikma Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
279,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
280,Hydrocortisone Sodium Succinate Injection,Resolved,"Pulmonary/Allergy, Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Pediatric, Renal, Rheumatology",Injection,"Hospira, Inc., a Pfizer Company",03/24/2023,SOLU-CORTEF,"INTRAMUSCULAR, INTRAVENOUS"
281,Belladonna and Opium Suppository,To Be Discontinued,Analgesia/Addiction,Suppository,Padagis US LLC,07/23/2026,BELLADONNA AND OPIUM,RECTAL
282,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,MORPHINE SULFATE,INTRAVENOUS
283,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Amneal Pharmaceuticals,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
284,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Amneal Pharmaceuticals,04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
285,Pilocarpine Hydrochloride Tablet,To Be Discontinued,Other,Tablet,"Actavis Pharma, Inc.",09/19/2025,PILOCARPINE HYDROCHLORIDE,ORAL
427,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,"Prinston Pharmaceutical, Inc.",03/10/2023,CLONAZEPAM,ORAL
286,Insulin Lispro-aabc Injection,To Be Discontinued,Endocrinology/Metabolism,Injection,Eli Lilly and Co.,10/24/2025,LYUMJEV TEMPO PEN,SUBCUTANEOUS
287,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,"EPIDURAL, INTRACAUDAL, PERINEURAL"
288,Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Injection,Sandoz Inc.,10/10/2025,PEMETREXED,INTRAVENOUS
289,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
290,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",12/20/2023,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
291,Ritonavir Tablet,To Be Discontinued,Antiviral,Tablet,AbbVie Inc.,07/24/2026,NORVIR,ORAL
292,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Lannett Company, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
293,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,"Teva Pharmaceuticals USA, Inc.",03/10/2023,CLONAZEPAM,ORAL
294,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
295,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,ADDERALL,ORAL
296,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
297,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,Accord Healthcare Inc.,01/01/2012,ATROPINE SULFATE,"ENDOTRACHEAL, INTRAMEDULLARY, INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
298,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Sunrise Pharmaceutical, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
299,Cefepime Hydrochloride Injection,To Be Discontinued,Anti-Infective,Injection,"Fresenius Kabi USA, LLC",02/10/2026,CEFEPIME,INTRAVENOUS
300,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,Chartwell Molecular Holdings LLC,01/19/2023,QUINAPRIL,ORAL
301,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Teva Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
302,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,"INFILTRATION, PERINEURAL"
303,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,"Solco Healthcare US, LLC",01/19/2023,QUINAPRIL,ORAL
304,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
305,Amino Acid Injection,Current,Gastroenterology,Injection,Baxter Healthcare,12/08/2020,PROSOL,INTRAVENOUS
307,Lorazepam Injection,Current,Neurology,Injection,"Amphastar Pharmaceuticals, Inc.",05/03/2018,LORAZEPAM,"INTRAMUSCULAR, INTRAVENOUS"
308,Etomidate Injection,Current,Anesthesia,Injection,Eugia US LLC,10/05/2022,ETOMIDATE,INTRAVENOUS
309,Rifampin Capsule,Current,Anti-Infective,Capsule,"Epic Pharma, LLC",12/22/2021,RIFAMPIN,ORAL
310,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Meitheal Pharmaceuticals, Inc.",07/18/2023,LIRAGLUTIDE,SUBCUTANEOUS
311,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Accord Healthcare Inc.,03/10/2023,CLONAZEPAM,ORAL
312,Ramelteon Tablet,To Be Discontinued,Psychiatry,Tablet,Takeda Pharmaceuticals USA Inc.,03/19/2026,ROZEREM,ORAL
313,Peginterferon alfa-2a Injection,Current,Antiviral,Injection,pharmaand GmbH (pharma&),01/24/2025,PEGASYS,SUBCUTANEOUS
314,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
315,Tiagabine Hydrochloride Tablet,To Be Discontinued,Neurology,Tablet,"Teva Pharmaceuticals USA, Inc.",04/15/2026,TIAGABINE HYDROCHLORIDE,ORAL
316,Maraviroc Solution,To Be Discontinued,Antiviral,Solution,ViiV Healthcare Company,01/20/2026,SELZENTRY,
317,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Accord Healthcare Inc.,04/10/2020,DEXMEDETOMIDINE,INTRAVENOUS
